NEWJOBNUM,DATEIN,COMP,REQ DATE,DATEOUT,CUSTOMER,STARTTIME2,PERMIT,ENDTIME2,LOCATION,FEET,STREET,DAYS,SIDES,SAT,METERS,SUN,CATEGORY,COMMENTS
250507,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,11:00:00 PM,701 - 799,10,2nd St,1,,FALSE,10,TRUE,SPECIAL EVENTS,event
250513,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,11:00:00 PM,601 - 699,10,2nd St,1,,FALSE,10,TRUE,SPECIAL EVENTS,event
250508,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,6:00:00 PM,700 - 799,10,3rd St,1,,FALSE,10,TRUE,SPECIAL EVENTS,event
250449,5/6/2013,FALSE,4/19/2013,5/6/2013,SFMTA Temporary Sign Program,8:00:00 AM,,1:00:00 PM,2125,2,Bryant,1,,FALSE,2,FALSE,SPECIAL EVENTS,move
250435,5/1/2013,FALSE,4/19/2013,5/3/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,FALSE,3,FALSE,SPECIAL EVENTS,event
250444,5/4/2013,FALSE,4/19/2013,5/6/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,TRUE,3,TRUE,SPECIAL EVENTS,event
250452,5/7/2013,FALSE,4/19/2013,5/9/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,FALSE,3,FALSE,SPECIAL EVENTS,event
250516,5/10/2013,FALSE,4/19/2013,5/12/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,TRUE,3,TRUE,SPECIAL EVENTS,event
250517,5/13/2013,FALSE,4/19/2013,5/13/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,1,,FALSE,3,FALSE,SPECIAL EVENTS,event
250519,5/16/2013,FALSE,4/19/2013,5/18/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,TRUE,3,FALSE,SPECIAL EVENTS,event
250524,5/19/2013,FALSE,4/19/2013,5/20/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,2,,FALSE,3,TRUE,SPECIAL EVENTS,event
250526,5/22/2013,FALSE,4/19/2013,5/24/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,FALSE,3,FALSE,SPECIAL EVENTS,event
250582,5/25/2013,FALSE,4/19/2013,5/25/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,1,,TRUE,3,FALSE,SPECIAL EVENTS,event
250618,5/28/2013,FALSE,4/19/2013,5/30/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,3,,FALSE,3,FALSE,SPECIAL EVENTS,event
250621,5/31/2013,FALSE,4/19/2013,6/1/2013,SFMTA Temporary Sign Program,10:00:00 AM,,11:59:00 PM,608 - 612,3,Divisadero,2,,TRUE,3,FALSE,SPECIAL EVENTS,event
250440,5/3/2013,FALSE,4/19/2013,5/3/2013,SFMTA Temporary Sign Program,10:00:00 AM,,3:00:00 PM,161 - 195,6,Erie,1,,FALSE,6,FALSE,SPECIAL EVENTS,event
250447,5/6/2013,FALSE,4/19/2013,5/8/2013,SFMTA Temporary Sign Program,10:00:00 AM,,5:00:00 PM,1180,1,Filbert,3,,FALSE,1,FALSE,SPECIAL EVENTS,move
250458,5/10/2013,FALSE,4/19/2013,5/10/2013,SFMTA Temporary Sign Program,11:00:00 AM,,8:00:00 PM,3133,4,Folsom,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250446,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA Temporary Sign Program,9:00:00 AM,,6:00:00 PM,1649,4,Hayes,1,,FALSE,4,TRUE,SPECIAL EVENTS,event
250443,5/4/2013,FALSE,4/19/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,65,4,Hermann,1,,TRUE,4,FALSE,SPECIAL EVENTS,move
250514,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,11:00:00 PM,601 - 699,10,Illinois,1,,FALSE,10,TRUE,SPECIAL EVENTS,event
250442,5/3/2013,FALSE,4/19/2013,5/4/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,3878,3,Jackson,2,,TRUE,3,FALSE,SPECIAL EVENTS,move
250506,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,11:00:00 PM,0 - 98,10,King,1,,FALSE,10,TRUE,SPECIAL EVENTS,event
250510,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,11:00:00 PM,601 - 799,20,Mariposa,1,,FALSE,20,TRUE,SPECIAL EVENTS,event
250512,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,6:00:00 PM,,11:00:00 PM,600 - 898,25,Mariposa,1,,FALSE,25,TRUE,SPECIAL EVENTS,event
250441,5/3/2013,FALSE,4/19/2013,5/3/2013,SFMTA Temporary Sign Program,8:00:00 AM,,4:00:00 PM,1934,2,McAllister,1,,FALSE,2,FALSE,SPECIAL EVENTS,move
250518,5/15/2013,FALSE,4/19/2013,5/15/2013,SFMTA Temporary Sign Program,7:00:00 AM,,7:00:00 PM,625,2,Powell,1,,FALSE,2,FALSE,SPECIAL EVENTS,move
250448,5/6/2013,FALSE,4/19/2013,5/6/2013,SFMTA Temporary Sign Program,8:00:00 AM,,12:00:00 PM,21,2,Stillman,1,,FALSE,2,FALSE,SPECIAL EVENTS,move
250509,5/5/2013,FALSE,4/19/2013,5/5/2013,SFMTA,2:00:00 PM,,6:00:00 PM,0 - 99,20,Terry A Francois,1,B,FALSE,20,TRUE,SPECIAL EVENTS,event
250439,5/3/2013,FALSE,4/19/2013,5/3/2013,SFMTA Temporary Sign Program,12:00:00 PM,,8:00:00 PM,604 /642 / 680 - 686,6,Townsend,1,,FALSE,6,FALSE,SPECIAL EVENTS,event
250411,4/22/2013,FALSE,4/19/2013,5/5/2013,J Flores Construction,7:00:00 AM,13EXC-1919,7:00:00 PM,1200-1299,600,19th Ave,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2263013
250468,4/25/2013,FALSE,4/19/2013,5/24/2013,Darcy & Hardy,7:30:00 AM,13EXC-1955,5:00:00 PM,4220-4320,400,23rd St,26,B,TRUE,,FALSE,CITY CONTRACT,SR 226358
250403,4/24/2013,FALSE,4/19/2013,5/17/2013,Precision Engineering Inc,7:00:00 AM,13EXC-1403,5:00:00 PM,2090-2118,200,Alemany,18,E,FALSE,,FALSE,CITY CONTRACT,SR 2262795
250404,4/24/2013,FALSE,4/19/2013,5/17/2013,Precision Engineering Inc,7:00:00 AM,13EXC-1403,5:00:00 PM,2310-2393,400,Alemany,18,B,FALSE,,FALSE,CITY CONTRACT,SR 2262827
250407,4/24/2013,FALSE,4/19/2013,5/17/2013,Precision Engineering Inc,7:00:00 AM,13EXC-1403,5:00:00 PM,2398-2515,600,Alemany,18,B,FALSE,,FALSE,CITY CONTRACT,SR 2262852
250429,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,65-144,300,Bacon,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263682
250484,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,248-329,500,Bayshore Blvd,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264298
250485,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,329-480,1000,Bayshore Blvd,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264311
250486,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,480-599,500,Bayshore Blvd,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264323
250487,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,899-1000,500,Bayshore Blvd,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264339
250460,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,5-144,400,Burrows,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263698
250488,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2101-2600,200,Carroll,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264354
250472,4/25/2013,FALSE,4/19/2013,5/24/2013,Darcy & Hardy,7:30:00 AM,13EXC-1955,5:00:00 PM,620-720,400,Douglass,26,B,TRUE,,FALSE,CITY CONTRACT,SR 2263865
250466,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1-90,300,Felton,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263715
250481,4/23/2013,FALSE,4/19/2013,5/3/2013,Annuzi Concrete,7:30:00 AM,12EXC-4898,4:30:00 PM,800-999,2400,Kirkham,9,B,FALSE,,FALSE,CITY CONTRACT,TN 2264125
250388,4/26/2013,FALSE,4/19/2013,5/10/2013,Precision Engineering Inc,7:00:00 AM,13EXC-0154,5:30:00 PM,220-2395,900,Lombard,11,B,FALSE,,FALSE,CITY CONTRACT,SR 2262768
250406,4/24/2013,FALSE,4/19/2013,5/17/2013,Precision Engineering Inc,7:00:00 AM,13EXC-1403,5:00:00 PM,91-101,200,Mt. Vernon,18,B,FALSE,,FALSE,CITY CONTRACT,SR 2262841
250408,4/24/2013,FALSE,4/19/2013,5/17/2013,Precision Engineering Inc,7:00:00 AM,13EXC-1403,5:00:00 PM,92-109,200,Ottawa,18,B,FALSE,,FALSE,CITY CONTRACT,SR 2262861
250395,4/26/2013,FALSE,4/19/2013,5/10/2013,Precision Engineering Inc,7:00:00 AM,13EXC-0154,5:30:00 PM,3119-3208,400,Pierce,11,B,FALSE,,FALSE,CITY CONTRACT,SR 2262782
250459,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2589-2699,500,San Bruno,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263692
250463,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2499-2598,1000,San Bruno,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263709
250483,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,2398-2499,1000,San Bruno,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264273
250467,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,5-40,200,Silliman,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2263724
250480,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1510-1537,200,Silver,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264105
250482,4/26/2013,FALSE,4/19/2013,5/27/2013,Synergy,7:00:00 AM,12EXC-5344,6:00:00 PM,1-8,100,Thorton,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2264131
250426,4/22/2013,FALSE,4/19/2013,5/3/2013,J Flores Construction,7:00:00 AM,13EXC-1915,7:00:00 PM,1300-1399,600,Valencia,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2263966 EXT.
250410,4/23/2013,FALSE,4/19/2013,5/3/2013,D.P.W,7:30:00 AM,,10:30:00 PM,3900-3910,100,Alemany,9,E,FALSE,,FALSE,CITY AGENCYS,TN 2262982
250409,4/23/2013,FALSE,4/19/2013,5/3/2013,D.P.W,7:30:00 AM,,10:30:00 PM,814-829,200,Carolina,9,B,FALSE,,FALSE,CITY AGENCYS,TN 2262973
250306,5/9/2013,FALSE,4/18/2013,5/9/2013,PG&E,7:00:00 AM,,3:00:00 PM,4726-4798,100,3rd St,1,E,FALSE,,FALSE,UTILITYS,TN 2259609
250271,4/22/2013,FALSE,4/18/2013,5/19/2013,PG&E,12:00:00 AM,,11:59:00 PM,1200-1246,200,Mission,28,E,TRUE,,TRUE,UTILITYS,TN 2257956
250305,5/10/2013,FALSE,4/18/2013,5/10/2013,PG&E,7:00:00 AM,,3:00:00 PM,1016-1022,80,Pierce,1,E,FALSE,,FALSE,UTILITYS,TN 2259598
250307,5/6/2013,FALSE,4/18/2013,5/6/2013,PG&E,8:00:00 AM,,3:00:00 PM,1-51,80,Post,1,O,FALSE,,FALSE,UTILITYS,TN 2259626
250269,4/22/2013,FALSE,4/18/2013,5/22/2013,PG&E,7:00:00 AM,,5:00:00 PM,0-75,1100,Princeton,27,B,TRUE,,FALSE,UTILITYS,TN 2257933
250270,4/22/2013,FALSE,4/18/2013,5/22/2013,PG&E,7:00:00 AM,,5:00:00 PM,0-51,460,Tulane,27,B,TRUE,,FALSE,UTILITYS,TN 2257934
250616,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,1300 - 1399,20,15th St,1,B,FALSE,20,TRUE,SPECIAL EVENTS,event
250552,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2900 - 3199,60,17th St,4,B,TRUE,60,TRUE,SPECIAL EVENTS,event
250613,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,3000 - 3300,80,17th St,1,,FALSE,80,TRUE,SPECIAL EVENTS,event
250557,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,3000 - 3199,40,18th St,4,B,TRUE,40,TRUE,SPECIAL EVENTS,event
250560,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2800 - 3199,8,19th St,80,B,TRUE,80,TRUE,SPECIAL EVENTS,event
250562,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,3100 - 3299,40,20th St,4,B,TRUE,40,TRUE,SPECIAL EVENTS,event
250563,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2850 - 2999,30,21st St,4,B,TRUE,30,TRUE,SPECIAL EVENTS,event
250564,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2850 - 2950,10,22nd St,4,,TRUE,10,TRUE,SPECIAL EVENTS,event
250566,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2950 - 3050,10,23rd St,4,,TRUE,10,TRUE,SPECIAL EVENTS,event
250610,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,2850 - 3299,70,24th St,1,B,FALSE,70,TRUE,SPECIAL EVENTS,event
250579,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,8:00:00 AM,,3:00:00 AM,400 - 1199,160,Alabama,4,B,TRUE,160,TRUE,SPECIAL EVENTS,event
250617,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,2000 - 2899,200,Bryant,1,B,FALSE,200,TRUE,SPECIAL EVENTS,event
250620,5/31/2013,FALSE,4/18/2013,6/1/2013,SFMTA Temporary Sign Program,4:00:00 PM,,2:00:00 AM,900,7,California,2,,TRUE,7,FALSE,SPECIAL EVENTS,event
250454,5/7/2013,FALSE,4/18/2013,5/8/2013,SFMTA Temporary Sign Program,8:00:00 AM,,6:00:00 PM,3700 - 3718,4,Divisadero,2,,FALSE,4,FALSE,SPECIAL EVENTS,move
250445,5/4/2013,FALSE,4/18/2013,5/4/2013,SFMTA Temporary Sign Program,7:30:00 AM,,3:00:00 PM,1225 - 1231,3,Dolores,1,,TRUE,3,FALSE,SPECIAL EVENTS,move
250436,5/2/2013,FALSE,4/18/2013,5/6/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1801 - 1809,5,Geary,5,,TRUE,5,TRUE,SPECIAL EVENTS,event
250456,5/9/2013,FALSE,4/18/2013,5/15/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1801 - 1809,5,Geary,7,,TRUE,5,TRUE,SPECIAL EVENTS,event
250521,5/17/2013,FALSE,4/18/2013,5/19/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1801 - 1809,5,Geary,3,,TRUE,5,TRUE,SPECIAL EVENTS,event
250581,5/24/2013,FALSE,4/18/2013,5/25/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1801 - 1809,5,Geary,2,,TRUE,5,FALSE,SPECIAL EVENTS,event
250551,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2000 - 2799,160,Harrison,4,B,TRUE,160,TRUE,SPECIAL EVENTS,event
250450,5/6/2013,FALSE,4/18/2013,5/10/2013,SFMTA Temporary Sign Program,6:00:00 AM,,11:30:00 PM,2801 - 2815,6,Leavenworth,5,,FALSE,6,FALSE,SPECIAL EVENTS,move
250457,5/10/2013,FALSE,4/18/2013,5/10/2013,SFMTA Temporary Sign Program,8:00:00 AM,,5:00:00 PM,195,4,Lexington,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250555,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,2000 - 2999,1000,Mariposa,4,B,TRUE,1000,TRUE,SPECIAL EVENTS,event
250611,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,2100 - 2799,160,Mission,1,B,FALSE,160,TRUE,SPECIAL EVENTS,event
250567,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,0 - 99,20,Mistral,4,B,TRUE,20,TRUE,SPECIAL EVENTS,event
250451,5/6/2013,FALSE,4/18/2013,5/10/2013,SFMTA Temporary Sign Program,6:00:00 AM,,11:30:00 PM,603 / 609 - 613 /641,5,Polk,5,,FALSE,5,FALSE,SPECIAL EVENTS,event
250614,5/26/2013,FALSE,4/18/2013,5/26/2013,Comp D Mission,2:00:00 AM,,11:00:00 PM,400 - 600,50,South Van Ness,1,,FALSE,50,TRUE,SPECIAL EVENTS,event
250438,5/2/2013,FALSE,4/18/2013,5/6/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1515 - 1529,7,Steiner,5,,TRUE,7,TRUE,SPECIAL EVENTS,event
250455,5/9/2013,FALSE,4/18/2013,5/15/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1515 - 1529,7,Steiner,7,,TRUE,7,TRUE,SPECIAL EVENTS,event
250523,5/17/2013,FALSE,4/18/2013,5/19/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1515 - 1529,7,Steiner,3,,TRUE,7,TRUE,SPECIAL EVENTS,event
250527,5/24/2013,FALSE,4/18/2013,5/25/2013,SFMTA Temporary Sign Program,7:00:00 AM,,2:00:00 AM,1515 - 1529,7,Steiner,2,,TRUE,7,FALSE,SPECIAL EVENTS,event
250453,5/7/2013,FALSE,4/18/2013,5/7/2013,SFMTA Temporary Sign Program,8:00:00 AM,,8:00:00 PM,725,4,Tehema,1,,FALSE,4,FALSE,SPECIAL EVENTS,move
250553,5/24/2013,FALSE,4/18/2013,5/27/2013,Comp D Mission,7:00:00 PM,,3:00:00 AM,300 - 499,40,Treat,4,B,TRUE,40,TRUE,SPECIAL EVENTS,event
250301,4/22/2013,FALSE,4/18/2013,5/5/2013,J Flores Construction,7:00:00 AM,13EXC-1883,7:00:00 PM,3400-3499,600,16th St,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2258881
250272,4/26/2013,FALSE,4/18/2013,5/23/2013,ARB Inc.,7:30:00 AM,12EXC-4424,5:30:00 PM,4334-4400,1000,17th St,28,B,TRUE,,TRUE,CITY CONTRACT,TN 2258072
250302,4/22/2013,FALSE,4/18/2013,5/18/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,2100-2350,200,26th St,24,B,TRUE,,FALSE,CITY CONTRACT,TN 2259082
250287,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,181-320,1000,28th Ave,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258648
250285,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,380-517,1000,28th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258603
250286,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,86-221,1000,28th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258617
250288,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,2-111,500,28th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258674
250315,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,181-320,1000,28th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2260142
250289,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,160-219,450,29th St,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258680
250304,4/23/2013,FALSE,4/18/2013,5/22/2013,N.T.K. Constructions,12:00:00 AM,13EXC-1525,11:59:00 PM,1301-1500,500,Alabama,30,B,TRUE,,TRUE,CITY CONTRACT,SR 2259380
250329,4/22/2013,FALSE,4/18/2013,5/18/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-4798,6:00:00 PM,1950-2050,300,Broadway,27,B,TRUE,,TRUE,CITY CONTRACT,TN 2260299
250273,4/21/2013,FALSE,4/18/2013,5/19/2013,SHIMMICK,10:00:00 PM,13EXC-1429,5:00:00 PM,61-499,700,Carl,25,B,FALSE,,TRUE,CITY CONTRACT,TN 2258245
250284,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,2100-2121,125,Castro,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258595
250311,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,660-721,250,Chenery,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2260042
250279,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1539-1608,550,Church,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258557
250299,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,40-111,400,Day,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258686
250314,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,2590-2815,,Diamond,1100,B,TRUE,,FALSE,CITY CONTRACT,TN 2260099
250274,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1580-1665,500,Dolores,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258692
250280,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1400-1515,1000,Dolores,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258566
250275,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,180-307,1000,Duncan,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258448
250276,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,279-410,1000,Duncan,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258502
250278,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,80-205,1000,Duncan,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258550
250281,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1541-1618,500,Guerrero,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258575
250303,4/22/2013,FALSE,4/18/2013,5/18/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-3948,6:00:00 PM,1450-1500,200,Kansas,24,B,TRUE,,FALSE,CITY CONTRACT,TN 2259097
250357,4/23/2013,FALSE,4/18/2013,5/3/2013,Annuzi Concrete,7:30:00 AM,13EXC-0141,4:30:00 PM,200-299,1200,Mississippi,9,B,FALSE,,FALSE,CITY CONTRACT,TN 2260388
250282,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1485-1510,200,Noe,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258585
250346,4/22/2013,FALSE,4/18/2013,5/18/2013,Esquivel Grading & Paving,7:00:00 AM,12EXC-4798,6:00:00 PM,2050-2150,200,Pacific,27,B,TRUE,,TRUE,CITY CONTRACT,TN 2260318
250382,4/24/2013,FALSE,4/18/2013,5/24/2013,F. Ferrando & Co.,7:00:00 AM,13-1239,6:00:00 PM,104,100,Presidio,2,E,FALSE,,FALSE,CITY CONTRACT,TN 2260306/2262319
250277,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,1433-1510,500,Sanchez,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2258514
250312,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,60-161,400,Surrey,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2260052
250313,4/23/2013,FALSE,4/18/2013,5/23/2013,Synergy,7:00:00 AM,12EXC-5196,6:00:00 PM,60-161,550,Sussex,27,B,TRUE,,FALSE,CITY CONTRACT,TN 2260088
250300,4/22/2013,FALSE,4/18/2013,5/5/2013,J Flores Construction,7:00:00 AM,13EXC-1882,7:00:00 PM,1200-1299,600,Taylor,10,B,FALSE,,FALSE,CITY CONTRACT,TN 2258874
250260,5/3/2013,FALSE,4/17/2013,5/3/2013,PG&E,7:00:00 AM,,3:00:00 PM,507-511,60,Capp,1,O,FALSE,,FALSE,UTILITYS,TN 2255644
250248,5/3/2013,FALSE,4/17/2013,5/3/2013,PG&E,7:00:00 AM,,3:00:00 PM,56-86,100,Julian,1,E,FALSE,,FALSE,UTILITYS,TN 2255326
250258,6/7/2013,FALSE,4/17/2013,6/7/2013,SFMTA Temporary Sign Program,2:00:00 PM,,11:59:00 PM,521 - 535,8,Commercial,1,,FALSE,8,FALSE,SPECIAL EVENTS,event
250242,4/25/2013,FALSE,4/17/2013,5/5/2013,SFMTA Temporary Sign Program,8:00:00 AM,,11:59:00 PM,436,3,Franklin,11,,TRUE,3,TRUE,SPECIAL EVENTS,event
